variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r10_tail3,US,29086,127.72412844667538,163.0,0.9932015448319796,0.9762017393835741,,0.8966391883322765,,691,202,6.9420283822568045
r10_tail3,India,29051,129.79019655089326,160.0,0.9796163904107545,0.9383219789427666,0.9803242034656232,0.91350531107739,,571,209,7.181134635431829
