variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r7_arm7_aux2_df2k,US,29086,127.47421439867978,163.0,0.9886924669533366,0.9640114988537535,,0.896427816529275,,521,134,4.591181535123426
r7_arm7_aux2_df2k,India,29051,128.8820006196,161.0,0.9406787244832009,0.8561331924660279,0.8655114589155953,0.91350531107739,,385,163,5.600090392226545
