variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r0_base,US,29086,88.54648284397992,108.0,0.9816451664277751,0.9400676831265238,,0.741703656732192,,556,300,10.330786897155283
r0_base,India,29051,89.19359058207979,108.0,0.929224130216464,0.8266603519253889,0.8576858580212409,0.7051087506322711,,448,293,10.075746249473056
