variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r3_df2k,US,29086,85.246269683009,104.0,0.980540293040293,0.9369746370219424,,0.7383217078841683,,547,132,4.536776417085199
r3_df2k,India,29051,86.99993115555402,106.0,0.9274741227590458,0.8231993879558454,0.8543320290665176,0.7000505816894285,,444,124,4.251991556390895
