variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r5_arm7,US,29086,97.6020078388228,117.0,0.98798574613792,0.9614278956369856,,0.8763474952441345,,368,237,8.141239727329522
r5_arm7,India,29051,98.38494371966542,117.0,0.9371787095683647,0.8484462093336733,0.8586920067076579,0.9074355083459787,,271,223,7.68803375763867
