variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r4_prk100_tri25,US,29086,135.5564532764904,160.0,0.9829789775441949,0.9435246170081147,,0.7440287465652082,,398,217,7.4599146113421595
r4_prk100_tri25,India,29051,137.0675364015008,160.0,0.9355082479044655,0.8405770702029218,0.8704863051984348,0.7121901871522509,,293,214,7.378824302684107
