variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r2_df20k,US,29086,91.5671113250361,113.0,0.9823618410574932,0.9421054546777774,,0.7482561826252377,,547,1366,46.97370590652469
r2_df20k,India,29051,95.84062510756945,117.0,0.9329627825118573,0.8341651790593464,0.8694242593627725,0.7109256449165402,,434,1479,50.90676145641238
