variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r11_tail3_places,US,29086,127.63797015746407,163.0,0.9933209906035994,0.9766747934936866,,0.8966391883322765,,471,128,4.407246322831187
r11_tail3_places,India,29051,129.65164710336992,160.0,0.9791291724254507,0.9369375933549492,0.9782001117942984,0.91350531107739,,357,133,4.568815879668144
