variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r8_arm78,US,29086,98.56594237777625,118.0,0.9898371555980252,0.9653578836286889,,0.8763474952441345,,613,345,11.869377089212351
r8_arm78,India,29051,100.33792296306495,118.0,0.9637470046037128,0.8990127144886881,0.9485746226942426,0.9074355083459787,,484,334,11.491388171754283
