variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r9_arm78_aux2_df2k,US,29086,128.30959911985147,163.0,0.9904941073419334,0.9679050980677559,,0.896427816529275,,607,151,5.19993724401999
r9_arm78_aux2_df2k,India,29051,130.61509070255758,161.0,0.9657853655626374,0.9042223760428431,0.951369480156512,0.91350531107739,,488,153,5.25807918260883
