variant,country,S1,cands,p95,recall,complete,recall_r_indic,recall_r_noaddr,complete_s1_noaddr,build_s,query_s,ms_per_query
r1_aux_x2,US,29086,117.88585573815581,152.0,0.984332696289218,0.9486190458862487,,0.7869372225745086,,536,290,9.96874453055353
r1_aux_x2,India,29051,116.75646277236584,148.0,0.9356375098189339,0.8413421253961892,0.8676355505869201,0.7422862923621649,,455,319,10.9672273753584
